Fecha,norm_DemandaEnergiakwh,norm_prom_precio_ofertado_hidraulica_ $/kWh,norm_prom_precio_ofertado_termica_ $/kWh,norm_precio_ofertado_medio_por_cantidad_hidraulica_ $/kWh,norm_precio_ofertado_medio_por_cantidad_termica_ $/kWh,norm_enzo,norm_precio_bolsa_ponderado,precio_bolsa_ponderado
2000-02-02,-1.4161253336340103,-0.8819777717599516,-1.523739305277117,-0.6639200219135746,-1.2006159336382027,-1.2693327610439764,-0.7111841253874736,37.625132
2000-02-03,-1.4196468120661547,-0.899475202335457,-1.5068170462259791,-0.6722913914505696,-1.143270087490485,-1.2693327610439764,-0.7313477160801339,34.88321533
2000-02-04,-1.3942078215161022,-0.8979529841008623,-1.3968323955176885,-0.6594556973143613,-1.2469188579082768,-1.2693327610439764,-0.7272583734019089,35.43929867
2000-02-05,-1.6644351115841085,-0.8969755995589893,-1.6126979733413596,-0.65200581362782,-1.3257038243334918,-1.2693327610439764,-0.7334616359416429,34.595757
2000-02-06,-2.1474440015157867,-0.9094005173495472,-1.6507474276753724,-0.6599730425334209,-1.3609702592839075,-1.2693327610439764,-0.7387012402395081,33.883257
2000-02-07,-1.447144680641842,-0.88926340284683,-1.5859889502073938,-0.6596008707268208,-1.285668476183912,-1.2693327610439764,-0.7139436503176827,37.249882
2000-02-08,-1.3500880381124738,-0.8882550277325199,-1.5857462868669143,-0.6542909854056461,-1.2917679416670884,-1.2693327610439764,-0.7035042749955129,38.66946533
2000-02-09,-1.3321634294319844,-0.8886247528758707,-1.5962433413678576,-0.6607368527047429,-1.3023067490715674,-1.2693327610439764,-0.7240000136542871,35.882382
2000-02-10,-1.320151684748184,-0.8857387394078028,-1.5510546606273141,-0.6607201118845197,-1.2227305137277427,-1.2693327610439764,-0.7138881901541105,37.25742367
2000-02-11,-1.3901989779125017,-0.9023610801486612,-1.3216368485841972,-0.6478591368254561,-1.0832801833517482,-1.2693327610439764,-0.7202863292045721,36.387382
2000-02-12,-1.605357465723512,-0.8722544501200571,-1.382601539747038,-0.5992385641966304,-1.0200080728602523,-1.2693327610439764,-0.6820157691330785,41.59154867
2000-02-13,-2.0770378021663034,-0.8749257481944833,-1.2200892497097628,-0.5786438148134845,-1.0710679077493457,-1.2693327610439764,-0.708658084578608,37.968632
